Country Name,Year,Maternal_Mortality_Ratio,Scaled_Maternal_Mortality_Ratio,AVG_Maternal_Mortality_Ratio,STDEV_Maternal_Mortality_Ratio,Z_Score,Is_Outlier,Is Duplicate Row?,Country Code,Region,IncomeGroup
Syrian Arab Republic,1996,34,0.004102437,28.923076923,9.311522617,0.545230172,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,1997,34,0.004102437,28.923076923,9.311522617,0.545230172,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,1998,34,0.004102437,28.923076923,9.311522617,0.545230172,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,1999,32,0.003853804,28.923076923,9.311522617,0.330442528,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2000,31,0.003729488,28.923076923,9.311522617,0.223048707,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2001,29,0.003480855,28.923076923,9.311522617,0.008261063,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2002,26,0.003107907,28.923076923,9.311522617,0.313920402,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2003,24,0.002859274,28.923076923,9.311522617,0.528708045,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2004,22,0.002610641,28.923076923,9.311522617,0.743495689,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2005,21,0.002486325,28.923076923,9.311522617,0.850889511,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2006,20,0.002362009,28.923076923,9.311522617,0.958283332,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2007,19,0.002237693,28.923076923,9.311522617,1.065677154,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2008,20,0.002362009,28.923076923,9.311522617,0.958283332,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2009,19,0.002237693,28.923076923,9.311522617,1.065677154,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2010,19,0.002237693,28.923076923,9.311522617,1.065677154,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2011,21,0.002486325,28.923076923,9.311522617,0.850889511,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2012,22,0.002610641,28.923076923,9.311522617,0.743495689,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2013,25,0.00298359,28.923076923,9.311522617,0.421314224,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2014,25,0.00298359,28.923076923,9.311522617,0.421314224,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2015,24,0.002859274,28.923076923,9.311522617,0.528708045,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2016,23,0.002734958,28.923076923,9.311522617,0.636101867,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2017,23,0.002734958,28.923076923,9.311522617,0.636101867,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2018,21,0.002486325,28.923076923,9.311522617,0.850889511,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2019,24,0.002859274,28.923076923,9.311522617,0.528708045,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2020,23,0.002734958,28.923076923,9.311522617,0.636101867,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2021,30,0.003605172,28.923076923,9.311522617,0.115654885,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2022,21,0.002486325,28.923076923,9.311522617,0.850889511,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Syrian Arab Republic,2023,20,0.002362009,28.923076923,9.311522617,0.958283332,Normal,Unique,SYR,"Middle East, North Africa, Afghanistan & Pakistan",Low income
"Gambia, The",1985,1454,0.180631527,797.641025641,311.87577547,2.104552601,Potential Outlier,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1986,1401,0.174042765,797.641025641,311.87577547,1.934613143,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1987,1360,0.168945798,797.641025641,311.87577547,1.803150545,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1988,1302,0.161735455,797.641025641,311.87577547,1.617179063,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1989,1258,0.15626554,797.641025641,311.87577547,1.47609725,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1990,1207,0.14992541,797.641025641,311.87577547,1.312570602,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1991,1167,0.14495276,797.641025641,311.87577547,1.184314408,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1992,1115,0.138488314,797.641025641,311.87577547,1.017581356,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1993,1072,0.133142715,797.641025641,311.87577547,0.879705947,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1994,1039,0.129040278,797.641025641,311.87577547,0.773894587,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1995,999,0.124067628,797.641025641,311.87577547,0.645638393,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1996,956,0.118722029,797.641025641,311.87577547,0.507762984,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1997,928,0.115241174,797.641025641,311.87577547,0.417983648,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1998,867,0.107657882,797.641025641,311.87577547,0.222392952,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",1999,830,0.10305818,797.641025641,311.87577547,0.103755972,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2000,810,0.100571855,797.641025641,311.87577547,0.039627875,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2001,794,0.098582795,797.641025641,311.87577547,0.011674602,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2002,772,0.095847837,797.641025641,311.87577547,0.082215509,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2003,749,0.092988563,797.641025641,311.87577547,0.155962821,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2004,719,0.089259075,797.641025641,311.87577547,0.252154966,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2005,707,0.08776728,797.641025641,311.87577547,0.290631824,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2006,682,0.084659373,797.641025641,311.87577547,0.370791946,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2007,675,0.08378916,797.641025641,311.87577547,0.39323678,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2008,653,0.081054202,797.641025641,311.87577547,0.463777687,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2009,634,0.078692193,797.641025641,311.87577547,0.524699379,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2010,632,0.07844356,797.641025641,311.87577547,0.531112188,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2011,634,0.078692193,797.641025641,311.87577547,0.524699379,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2012,628,0.077946295,797.641025641,311.87577547,0.543937808,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2013,606,0.075211338,797.641025641,311.87577547,0.614478715,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2014,561,0.069617106,797.641025641,311.87577547,0.758766933,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2015,527,0.065390353,797.641025641,311.87577547,0.867784698,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2016,490,0.060790651,797.641025641,311.87577547,0.986421678,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2017,469,0.05818001,797.641025641,311.87577547,1.05375618,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2018,450,0.055818001,797.641025641,311.87577547,1.114677872,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2019,422,0.052337146,797.641025641,311.87577547,1.204457208,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2020,400,0.049602188,797.641025641,311.87577547,1.274998114,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2021,420,0.052088513,797.641025641,311.87577547,1.210870017,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2022,365,0.045251119,797.641025641,311.87577547,1.387222284,Normal,Unique,GMB,Sub-Saharan Africa,Low income
"Gambia, The",2023,354,0.04388364,797.641025641,311.87577547,1.422492738,Normal,Unique,GMB,Sub-Saharan Africa,Low income
Gabon,1985,373,0.046245649,245.384615385,86.157327142,1.481190154,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1986,369,0.045748384,245.384615385,86.157327142,1.434763458,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1987,366,0.045375435,245.384615385,86.157327142,1.399943436,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1988,367,0.045499751,245.384615385,86.157327142,1.41155011,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1989,366,0.045375435,245.384615385,86.157327142,1.399943436,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1990,368,0.045624068,245.384615385,86.157327142,1.423156784,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1991,369,0.045748384,245.384615385,86.157327142,1.434763458,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1992,371,0.045997016,245.384615385,86.157327142,1.457976806,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1993,364,0.045126803,245.384615385,86.157327142,1.376730088,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1994,357,0.044256589,245.384615385,86.157327142,1.295483371,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1995,341,0.042267529,245.384615385,86.157327142,1.109776589,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1996,321,0.039781203,245.384615385,86.157327142,0.877643111,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1997,290,0.035927399,245.384615385,86.157327142,0.51783622,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1998,258,0.031949279,245.384615385,86.157327142,0.146422655,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,1999,216,0.026727996,245.384615385,86.157327142,0.341057648,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2000,178,0.022003978,245.384615385,86.157327142,0.782111256,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2001,160,0.019766285,245.384615385,86.157327142,0.991031387,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2002,151,0.018647439,245.384615385,86.157327142,1.095491452,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2003,134,0.016534063,245.384615385,86.157327142,1.292804908,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2004,142,0.017528593,245.384615385,86.157327142,1.199951517,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2005,175,0.021631029,245.384615385,86.157327142,0.816931278,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2006,186,0.022998508,245.384615385,86.157327142,0.689257865,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2007,173,0.021382397,245.384615385,86.157327142,0.840144626,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2008,158,0.019517653,245.384615385,86.157327142,1.014244734,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2009,158,0.019517653,245.384615385,86.157327142,1.014244734,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2010,144,0.017777225,245.384615385,86.157327142,1.176738169,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2011,149,0.018398807,245.384615385,86.157327142,1.118704799,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2012,173,0.021382397,245.384615385,86.157327142,0.840144626,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2013,235,0.029090005,245.384615385,86.157327142,0.120530844,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2014,273,0.033814023,245.384615385,86.157327142,0.320522764,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2015,239,0.02958727,245.384615385,86.157327142,0.074104149,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2016,215,0.02660368,245.384615385,86.157327142,0.352664322,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2017,184,0.022749876,245.384615385,86.157327142,0.712471213,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2018,176,0.021755346,245.384615385,86.157327142,0.805324604,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2019,179,0.022128294,245.384615385,86.157327142,0.770504583,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2020,194,0.023993038,245.384615385,86.157327142,0.596404474,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2021,249,0.030830433,245.384615385,86.157327142,0.04196259,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2022,216,0.026727996,245.384615385,86.157327142,0.341057648,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
Gabon,2023,233,0.028841372,245.384615385,86.157327142,0.143744192,Normal,Unique,GAB,Sub-Saharan Africa,Upper middle income
"Bahamas, The",1985,70,0.008577822,72.025641026,19.557589965,0.103573141,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1986,68,0.008329189,72.025641026,19.557589965,0.20583523,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1987,66,0.008080557,72.025641026,19.557589965,0.308097319,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1988,66,0.008080557,72.025641026,19.557589965,0.308097319,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1989,65,0.007956241,72.025641026,19.557589965,0.359228363,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1990,65,0.007956241,72.025641026,19.557589965,0.359228363,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1991,67,0.008204873,72.025641026,19.557589965,0.256966274,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1992,67,0.008204873,72.025641026,19.557589965,0.256966274,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1993,66,0.008080557,72.025641026,19.557589965,0.308097319,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1994,64,0.007831924,72.025641026,19.557589965,0.410359407,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1995,63,0.007707608,72.025641026,19.557589965,0.461490452,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1996,62,0.007583292,72.025641026,19.557589965,0.512621496,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1997,59,0.007210343,72.025641026,19.557589965,0.666014629,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1998,57,0.006961711,72.025641026,19.557589965,0.768276718,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",1999,54,0.006588762,72.025641026,19.557589965,0.921669851,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2000,51,0.006215813,72.025641026,19.557589965,1.075062984,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2001,48,0.005842864,72.025641026,19.557589965,1.228456117,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2002,46,0.005594232,72.025641026,19.557589965,1.330718206,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2003,57,0.006961711,72.025641026,19.557589965,0.768276718,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2004,69,0.008453506,72.025641026,19.557589965,0.154704185,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2005,70,0.008577822,72.025641026,19.557589965,0.103573141,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2006,74,0.009075087,72.025641026,19.557589965,0.100951036,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2007,78,0.009572352,72.025641026,19.557589965,0.305475214,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2008,80,0.009820985,72.025641026,19.557589965,0.407737302,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2009,84,0.01031825,72.025641026,19.557589965,0.61226148,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2010,79,0.009696668,72.025641026,19.557589965,0.356606258,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2011,74,0.009075087,72.025641026,19.557589965,0.100951036,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2012,71,0.008702138,72.025641026,19.557589965,0.052442097,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2013,74,0.009075087,72.025641026,19.557589965,0.100951036,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2014,78,0.009572352,72.025641026,19.557589965,0.305475214,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2015,83,0.010193933,72.025641026,19.557589965,0.561130436,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2016,77,0.009448036,72.025641026,19.557589965,0.254344169,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2017,79,0.009696668,72.025641026,19.557589965,0.356606258,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2018,82,0.010069617,72.025641026,19.557589965,0.509999391,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2019,82,0.010069617,72.025641026,19.557589965,0.509999391,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2020,84,0.01031825,72.025641026,19.557589965,0.61226148,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2021,174,0.021506713,72.025641026,19.557589965,5.214055472,Outlier,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2022,80,0.009820985,72.025641026,19.557589965,0.407737302,Normal,Unique,BHS,Latin America & Caribbean,High income
"Bahamas, The",2023,76,0.00932372,72.025641026,19.557589965,0.203213125,Normal,Unique,BHS,Latin America & Caribbean,High income
St. Kitts and Nevis,1985,290,0.035927399,153.358974359,83.284385085,1.640655995,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1986,285,0.035305818,153.358974359,83.284385085,1.580620731,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1987,302,0.037419194,153.358974359,83.284385085,1.784740627,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1988,308,0.038165092,153.358974359,83.284385085,1.856782943,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1989,316,0.039159622,153.358974359,83.284385085,1.952839364,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1990,302,0.037419194,153.358974359,83.284385085,1.784740627,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1991,280,0.034684237,153.358974359,83.284385085,1.520585468,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1992,255,0.03157633,153.358974359,83.284385085,1.22040915,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1993,225,0.027846842,153.358974359,83.284385085,0.86019757,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1994,205,0.025360517,153.358974359,83.284385085,0.620056516,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1995,204,0.025236201,153.358974359,83.284385085,0.608049463,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1996,194,0.023993038,153.358974359,83.284385085,0.487978936,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1997,194,0.023993038,153.358974359,83.284385085,0.487978936,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1998,193,0.023868722,153.358974359,83.284385085,0.475971884,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,1999,164,0.02026355,153.358974359,83.284385085,0.127767356,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2000,143,0.017652909,153.358974359,83.284385085,0.124380751,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2001,131,0.016161114,153.358974359,83.284385085,0.268465383,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2002,115,0.014172054,153.358974359,83.284385085,0.460578226,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2003,111,0.013674789,153.358974359,83.284385085,0.508606437,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2004,104,0.012804575,153.358974359,83.284385085,0.592655806,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2005,102,0.012555942,153.358974359,83.284385085,0.616669911,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2006,99,0.012182994,153.358974359,83.284385085,0.652691069,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2007,96,0.011810045,153.358974359,83.284385085,0.688712227,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2008,95,0.011685728,153.358974359,83.284385085,0.70071928,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2009,93,0.011437096,153.358974359,83.284385085,0.724733385,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2010,92,0.01131278,153.358974359,83.284385085,0.736740438,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2011,90,0.011064147,153.358974359,83.284385085,0.760754544,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2012,88,0.010815515,153.358974359,83.284385085,0.784768649,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2013,82,0.010069617,153.358974359,83.284385085,0.856810965,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2014,82,0.010069617,153.358974359,83.284385085,0.856810965,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2015,76,0.00932372,153.358974359,83.284385085,0.928853281,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2016,75,0.009199403,153.358974359,83.284385085,0.940860334,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2017,74,0.009075087,153.358974359,83.284385085,0.952867387,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2018,78,0.009572352,153.358974359,83.284385085,0.904839176,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2019,74,0.009075087,153.358974359,83.284385085,0.952867387,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2020,80,0.009820985,153.358974359,83.284385085,0.88082507,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2021,111,0.013674789,153.358974359,83.284385085,0.508606437,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2022,99,0.012182994,153.358974359,83.284385085,0.652691069,Normal,Unique,KNA,Latin America & Caribbean,High income
St. Kitts and Nevis,2023,74,0.009075087,153.358974359,83.284385085,0.952867387,Normal,Unique,KNA,Latin America & Caribbean,High income
Tajikistan,1985,98,0.012058677,49.128205128,28.734885718,1.700782643,Normal,Unique,TJK,Europe & Central Asia,Lower middle income
Tajikistan,1986,91,0.011188463,49.128205128,28.734885718,1.457176315,Normal,Unique,TJK,Europe & Central Asia,Lower middle income
Tajikistan,1987,91,0.011188463,49.128205128,28.734885718,1.457176315,Normal,Unique,TJK,Europe & Central Asia,Lower middle income
Tajikistan,1988,83,0.010193933,49.128205128,28.734885718,1.178769082,Normal,Unique,TJK,Europe & Central Asia,Lower middle income
Tajikistan,1989,85,0.010442566,49.128205128,28.734885718,1.24837089,Normal,Unique,TJK,Europe & Central Asia,Lower middle income
Tajikistan,1990,80,0.009820985,49.128205128,28.734885718,1.07436637,Normal,Unique,TJK,Europe & Central Asia,Lower middle income
